Date,No of Persons,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER
7,254,25.4,4,6.35,1.5,13.60714286,2.7,12.7,1,18.14285714,4.8,32.65714286,2.1,7.257142857,0,22.67857143,7.8,27.21428571,2.4,44.45,6.5,199.5714286,4.9,1.814285714,0.4,36.28571429,1.9,816.4285714,16.8,5.442857143,1.3,36.28571429,3.7,44.45,7.7,907.1428571,10.8,199.5714286,9,9.071428571,1.7,2.267857143,0
1,251,25.1,2,6.275,2.1,13.44642857,2.1,12.55,4.6,17.92857143,2.5,32.27142857,1.6,7.171428571,0,22.41071429,8.2,26.89285714,4.7,43.925,6.5,197.2142857,7.1,1.792857143,0.2,35.85714286,2.4,806.7857143,13,5.378571429,1.9,35.85714286,7.8,43.925,0,896.4285714,13.4,197.2142857,6,8.964285714,2.3,2.241071429,0.3
2,286,28.6,6.5,7.15,3.9,15.32142857,6,14.3,5.6,20.42857143,6.3,36.77142857,3.9,8.171428571,0,25.53571429,13.3,30.64285714,6.2,50.05,9.6,224.7142857,11.7,2.042857143,0.6,40.85714286,6.5,919.2857143,23.8,6.128571429,3.9,40.85714286,12.2,50.05,11.6,1021.428571,19.9,224.7142857,15.8,10.21428571,3.9,2.553571429,1
3,274,27.4,8.5,6.85,4.2,14.67857143,5.7,13.7,8.4,19.57142857,7.9,35.22857143,3.4,7.828571429,0,24.46428571,14.6,29.35714286,7.4,47.95,13,215.2857143,12.1,1.957142857,0.8,39.14285714,5.8,880.7142857,20.1,5.871428571,3.6,39.14285714,11.4,47.95,9.8,978.5714286,14.4,215.2857143,14.5,9.785714286,3.8,2.446428571,1
4,252,25.2,3.2,6.3,2.7,13.5,3.7,12.6,3.4,18,1.3,32.4,2.3,7.2,0,22.5,7.7,27,2.2,44.1,1.6,198,9.4,1.8,0.3,36,1.9,810,13.9,5.4,2.9,36,6.2,44.1,2.3,900,8,198,9.2,9,1.4,2.25,0.1
5,278,27.8,6.5,6.95,3.7,14.89285714,4.2,13.9,5.6,19.85714286,5,35.74285714,3.2,7.942857143,0,24.82142857,14.3,29.78571429,7.1,48.65,11.9,218.4285714,12.8,1.985714286,0.5,39.71428571,5.9,893.5714286,23.4,5.957142857,3.6,39.71428571,20.1,48.65,11.8,992.8571429,18.8,218.4285714,12.7,9.928571429,3.1,2.482142857,1
6,256,25.6,1.1,6.4,2.5,13.71428571,2.7,12.8,1.1,18.28571429,1.5,32.91428571,1,7.314285714,0,22.85714286,10.4,27.42857143,4.4,44.8,2.5,201.1428571,9.4,1.828571429,0.3,36.57142857,1.7,822.8571429,9.7,5.485714286,1.7,36.57142857,5.6,44.8,4.4,914.2857143,12.9,201.1428571,6.5,9.142857143,1.2,2.285714286,0.7
7,262,26.2,4.3,6.55,2.4,14.03571429,3.7,13.1,1.3,18.71428571,1.8,33.68571429,1.3,7.485714286,0,23.39285714,4.9,28.07142857,5.6,45.85,4.3,205.8571429,4.8,1.871428571,0.4,37.42857143,3.4,842.1428571,15.3,5.614285714,2.5,37.42857143,7.8,45.85,7.8,935.7142857,10.5,205.8571429,8.7,9.357142857,2.7,2.339285714,0.2
1,295,29.5,8.9,7.375,3,15.80357143,5.7,14.75,7.4,21.07142857,8.6,37.92857143,3.7,8.428571429,0,26.33928571,13.6,31.60714286,6.5,51.625,14,231.7857143,13.1,2.107142857,1.2,42.14285714,4.3,948.2142857,26.3,6.321428571,3.2,42.14285714,12.1,51.625,14.5,1053.571429,21.8,231.7857143,12.5,10.53571429,3.2,2.633928571,1
2,254,25.4,4.4,6.35,2,13.60714286,1.4,12.7,1.8,18.14285714,3.6,32.65714286,1,7.257142857,0,22.67857143,4.7,27.21428571,5.4,44.45,1.1,199.5714286,10.2,1.814285714,0.2,36.28571429,2.2,816.4285714,10.4,5.442857143,1.8,36.28571429,4.1,44.45,3.3,907.1428571,12.7,199.5714286,10.4,9.071428571,1.1,2.267857143,0.6
3,265,26.5,3.7,6.625,1,14.19642857,2.6,13.25,4.1,18.92857143,1.8,34.07142857,1.5,7.571428571,0,23.66071429,8.7,28.39285714,3.2,46.375,3.5,208.2142857,4.9,1.892857143,0.3,37.85714286,2.6,851.7857143,16.2,5.678571429,1.1,37.85714286,7.5,46.375,5.4,946.4285714,12.7,208.2142857,8.8,9.464285714,2.3,2.366071429,0.2
4,273,27.3,8.8,6.825,3.2,14.625,4.4,13.65,9.3,19.5,6.9,35.1,3.3,7.8,0,24.375,14.9,29.25,6.6,47.775,12.8,214.5,13.6,1.95,0.6,39,6.8,877.5,24,5.85,3.1,39,18.7,47.775,10.7,975,16.7,214.5,15,9.75,4.4,2.4375,1
5,268,26.8,4.1,6.7,2.4,14.35714286,2.8,13.4,2.6,19.14285714,2.5,34.45714286,1,7.657142857,0,23.92857143,8.1,28.71428571,3.8,46.9,8.8,210.5714286,10.7,1.914285714,0.1,38.28571429,1.8,861.4285714,15.8,5.742857143,1.6,38.28571429,2.6,46.9,2.1,957.1428571,13.6,210.5714286,9.7,9.571428571,1.6,2.392857143,0.8
6,275,27.5,6.7,6.875,4.2,14.73214286,7.1,13.75,9.6,19.64285714,9.3,35.35714286,3.6,7.857142857,0,24.55357143,13,29.46428571,7.6,48.125,12.4,216.0714286,13.5,1.964285714,1,39.28571429,7.7,883.9285714,18.4,5.892857143,3.2,39.28571429,9.5,48.125,8.2,982.1428571,21.9,216.0714286,11.7,9.821428571,4.1,2.455357143,1
7,289,28.9,6.5,7.225,4.9,15.48214286,7.8,14.45,9,20.64285714,5.4,37.15714286,3.6,8.257142857,0,25.80357143,13.1,30.96428571,6.6,50.575,10.6,227.0714286,12.1,2.064285714,0.7,41.28571429,4.1,928.9285714,17.5,6.192857143,3.5,41.28571429,10.2,50.575,12.5,1032.142857,19,227.0714286,15.9,10.32142857,4.1,2.580357143,1
1,300,30,7.2,7.5,4.2,16.07142857,8.1,15,5.3,21.42857143,8.8,38.57142857,3.1,8.571428571,0,26.78571429,15,32.14285714,8.4,52.5,11.4,235.7142857,13.5,2.142857143,0.5,42.85714286,5.7,964.2857143,22.4,6.428571429,3,42.85714286,12.5,52.5,10.6,1071.428571,16.4,235.7142857,15.4,10.71428571,3,2.678571429,1
2,255,25.5,4.1,6.375,2.6,13.66071429,1,12.75,2.9,18.21428571,1.4,32.78571429,1.9,7.285714286,0,22.76785714,4.8,27.32142857,3.3,44.625,3.5,200.3571429,9.2,1.821428571,0.4,36.42857143,1.1,819.6428571,12.8,5.464285714,2.5,36.42857143,3.8,44.625,6.2,910.7142857,13.1,200.3571429,6.1,9.107142857,1.4,2.276785714,0.2
3,303,30.3,6.9,7.575,4.3,16.23214286,5.4,15.15,7.7,21.64285714,6.9,38.95714286,3.6,8.657142857,0,27.05357143,13.8,32.46428571,6.1,53.025,15.3,238.0714286,12.8,2.164285714,0.6,43.28571429,6.6,973.9285714,26.4,6.492857143,3.4,43.28571429,17.1,53.025,8.8,1082.142857,14.3,238.0714286,11.4,10.82142857,3.5,2.705357143,1
4,263,26.3,4.2,6.575,2.5,14.08928571,2,13.15,2.6,18.78571429,2.7,33.81428571,2.7,7.514285714,0,23.48214286,5.1,28.17857143,5.7,46.025,4.3,206.6428571,8.6,1.878571429,0.1,37.57142857,2.9,845.3571429,15.6,5.635714286,1.7,37.57142857,4.6,46.025,0.9,939.2857143,7.3,206.6428571,7.8,9.392857143,1.7,2.348214286,0.3
5,291,29.1,7.9,7.275,3.9,15.58928571,4.2,14.55,6.7,20.78571429,6.9,37.41428571,3,8.314285714,0,25.98214286,12.8,31.17857143,8.4,50.925,10.5,228.6428571,13.5,2.078571429,1,41.57142857,6.4,935.3571429,18.8,6.235714286,3.8,41.57142857,10.9,50.925,8.7,1039.285714,18.6,228.6428571,13.9,10.39285714,3,2.598214286,1
6,264,26.4,2.4,6.6,1.6,14.14285714,3.6,13.2,4.8,18.85714286,1.7,33.94285714,2.2,7.542857143,0,23.57142857,9.2,28.28571429,3.8,46.2,1.2,207.4285714,6.5,1.885714286,0.3,37.71428571,2.5,848.5714286,12,5.657142857,2.4,37.71428571,6.3,46.2,5.9,942.8571429,13.1,207.4285714,8,9.428571429,2.5,2.357142857,0.1
7,301,30.1,8,7.525,4.5,16.125,8.7,15.05,6.4,21.5,7.2,38.7,3.3,8.6,0,26.875,14.7,32.25,8,52.675,10.5,236.5,12.6,2.15,1.2,43,6.8,967.5,25.6,6.45,3.8,43,14.3,52.675,13.4,1075,18.1,236.5,14.7,10.75,5.6,2.6875,1
1,272,27.2,6.9,6.8,3.1,14.57142857,5.9,13.6,7.3,19.42857143,6.9,34.97142857,3.6,7.771428571,0,24.28571429,12,29.14285714,8.7,47.6,9.6,213.7142857,13,1.942857143,0.7,38.85714286,7.3,874.2857143,20.3,5.828571429,3.2,38.85714286,8.9,47.6,9.9,971.4285714,20.5,213.7142857,13.1,9.714285714,5.7,2.428571429,1
2,305,30.5,8,7.625,4.2,16.33928571,5,15.25,7.4,21.78571429,9.1,39.21428571,3.6,8.714285714,0,27.23214286,11.3,32.67857143,8.3,53.375,13.6,239.6428571,11.6,2.178571429,0.6,43.57142857,4,980.3571429,22.8,6.535714286,3.6,43.57142857,13.8,53.375,13.3,1089.285714,17.5,239.6428571,15.7,10.89285714,4.3,2.723214286,1
3,300,30,5.6,7.5,3.6,16.07142857,7.7,15,6.5,21.42857143,8.4,38.57142857,3,8.571428571,0,26.78571429,15.7,32.14285714,8.3,52.5,11.7,235.7142857,11.2,2.142857143,0.6,42.85714286,6.5,964.2857143,27.8,6.428571429,3.8,42.85714286,8.5,52.5,9.9,1071.428571,18,235.7142857,13.9,10.71428571,4.7,2.678571429,1
4,299,29.9,8.9,7.475,3.5,16.01785714,5.1,14.95,6,21.35714286,7.7,38.44285714,3.2,8.542857143,0,26.69642857,12.9,32.03571429,7.2,52.325,12.8,234.9285714,11.5,2.135714286,1,42.71428571,7.6,961.0714286,18.1,6.407142857,3,42.71428571,20.7,52.325,14.9,1067.857143,17.7,234.9285714,14.8,10.67857143,4.3,2.669642857,1
5,257,25.7,1.9,6.425,1.8,13.76785714,2.2,12.85,2.9,18.35714286,1.2,33.04285714,2.9,7.342857143,0,22.94642857,9.8,27.53571429,2,44.975,8.9,201.9285714,6.5,1.835714286,0.3,36.71428571,1.8,826.0714286,9.6,5.507142857,2.7,36.71428571,7.9,44.975,3,917.8571429,10.9,201.9285714,7.6,9.178571429,2.3,2.294642857,0.9
6,268,26.8,2.1,6.7,1.1,14.35714286,3,13.4,3,19.14285714,2.5,34.45714286,2.3,7.657142857,0,23.92857143,8.9,28.71428571,5,46.9,7.8,210.5714286,6.4,1.914285714,0.3,38.28571429,2.7,861.4285714,15.1,5.742857143,2.3,38.28571429,2.5,46.9,5.9,957.1428571,11.7,210.5714286,6.6,9.571428571,1.7,2.392857143,0.2
7,295,29.5,8.9,7.375,4.8,15.80357143,6.2,14.75,7.2,21.07142857,8.1,37.92857143,3.9,8.428571429,0,26.33928571,13.8,31.60714286,6.5,51.625,14.7,231.7857143,12.9,2.107142857,0.9,42.14285714,7.8,948.2142857,27.1,6.321428571,3.8,42.14285714,12.4,51.625,12.6,1053.571429,15.4,231.7857143,14.3,10.53571429,3.7,2.633928571,1
1,285,28.5,8.2,7.125,3.3,15.26785714,8.6,14.25,6.8,20.35714286,5,36.64285714,3.6,8.142857143,0,25.44642857,15.1,30.53571429,7.6,49.875,10.7,223.9285714,12.5,2.035714286,0.9,40.71428571,7.7,916.0714286,22.7,6.107142857,3.9,40.71428571,10.3,49.875,13.4,1017.857143,17,223.9285714,12.3,10.17857143,5.4,2.544642857,1
2,261,26.1,1.3,6.525,1.9,13.98214286,2.2,13.05,1,18.64285714,2,33.55714286,2,7.457142857,0,23.30357143,6.1,27.96428571,2.8,45.675,8.7,205.0714286,5.1,1.864285714,0.3,37.28571429,1.9,838.9285714,15,5.592857143,1.3,37.28571429,3.1,45.675,0.5,932.1428571,7.3,205.0714286,7.1,9.321428571,1.9,2.330357143,0.5
3,272,27.2,7.5,6.8,4.7,14.57142857,6.3,13.6,9.2,19.42857143,8.9,34.97142857,3.8,7.771428571,0,24.28571429,11.5,29.14285714,7.9,47.6,13.2,213.7142857,13.4,1.942857143,0.7,38.85714286,7.4,874.2857143,19.1,5.828571429,3.6,38.85714286,16.7,47.6,9.3,971.4285714,21.3,213.7142857,11.7,9.714285714,3.1,2.428571429,1
4,287,28.7,6.6,7.175,4.3,15.375,7.1,14.35,7.2,20.5,9.3,36.9,3.1,8.2,0,25.625,13,30.75,6.7,50.225,14,225.5,11.1,2.05,1,41,7.7,922.5,26.4,6.15,3.6,41,15.1,50.225,9.4,1025,18.6,225.5,14.9,10.25,5.5,2.5625,1
5,284,28.4,6.9,7.1,4.9,15.21428571,8.8,14.2,9.7,20.28571429,7.1,36.51428571,3,8.114285714,0,25.35714286,11.9,30.42857143,8.1,49.7,12.9,223.1428571,13.9,2.028571429,1.1,40.57142857,4.9,912.8571429,20.1,6.085714286,3.8,40.57142857,19.5,49.7,11.3,1014.285714,19.8,223.1428571,12.5,10.14285714,3.1,2.535714286,1
6,296,29.6,5.4,7.4,3.6,15.85714286,4.8,14.8,9.6,21.14285714,5.6,38.05714286,3.3,8.457142857,0,26.42857143,12.6,31.71428571,8.1,51.8,13.6,232.5714286,13.4,2.114285714,0.9,42.28571429,7.9,951.4285714,19.1,6.342857143,3,42.28571429,15.5,51.8,11.5,1057.142857,20.9,232.5714286,12.4,10.57142857,3.4,2.642857143,1
7,306,30.6,8.8,7.65,4.7,16.39285714,7.1,15.3,7.4,21.85714286,5.1,39.34285714,3,8.742857143,0,27.32142857,15.8,32.78571429,7.5,53.55,9.4,240.4285714,11.9,2.185714286,1.2,43.71428571,7.8,983.5714286,24.3,6.557142857,3.4,43.71428571,19.6,53.55,8.9,1092.857143,17.6,240.4285714,12.7,10.92857143,3.6,2.732142857,1
1,297,29.7,6,7.425,4.5,15.91071429,7.2,14.85,8.9,21.21428571,9.4,38.18571429,3.8,8.485714286,0,26.51785714,13.2,31.82142857,8.6,51.975,12.1,233.3571429,13.8,2.121428571,1.1,42.42857143,5.3,954.6428571,17.9,6.364285714,3.4,42.42857143,16.1,51.975,13.8,1060.714286,17.8,233.3571429,14.6,10.60714286,4.2,2.651785714,1
2,264,26.4,4,6.6,1.1,14.14285714,1.2,13.2,1.9,18.85714286,2.2,33.94285714,2.4,7.542857143,0,23.57142857,10.4,28.28571429,5,46.2,3.2,207.4285714,8.3,1.885714286,0.2,37.71428571,1.1,848.5714286,10.8,5.657142857,2.5,37.71428571,2.5,46.2,7.7,942.8571429,12.3,207.4285714,9.4,9.428571429,1.7,2.357142857,0.1
3,278,27.8,7,6.95,4.7,14.89285714,6.7,13.9,7,19.85714286,5.6,35.74285714,3.3,7.942857143,0,24.82142857,11.5,29.78571429,8,48.65,13.7,218.4285714,12.9,1.985714286,1,39.71428571,4.4,893.5714286,27.1,5.957142857,3.7,39.71428571,9.8,48.65,12,992.8571429,14.6,218.4285714,11.3,9.928571429,5.1,2.482142857,1
4,271,27.1,7.3,6.775,4.5,14.51785714,6.2,13.55,8.8,19.35714286,9,34.84285714,3.6,7.742857143,0,24.19642857,12.2,29.03571429,6.8,47.425,13.4,212.9285714,11.4,1.935714286,0.6,38.71428571,5.6,871.0714286,17.6,5.807142857,3.6,38.71428571,13.8,47.425,12.9,967.8571429,16.7,212.9285714,12.9,9.678571429,3.7,2.419642857,1
5,288,28.8,6.4,7.2,4.3,15.42857143,5.2,14.4,7.7,20.57142857,5.7,37.02857143,3,8.228571429,0,25.71428571,12.8,30.85714286,6.4,50.4,11.3,226.2857143,11.9,2.057142857,0.9,41.14285714,4.5,925.7142857,25.9,6.171428571,3.3,41.14285714,18.9,50.4,14.4,1028.571429,18.6,226.2857143,14.4,10.28571429,3.1,2.571428571,1
6,251,25.1,4.5,6.275,1,13.44642857,2.7,12.55,4,17.92857143,1.4,32.27142857,2.6,7.171428571,0,22.41071429,9.7,26.89285714,5.6,43.925,3.5,197.2142857,4.6,1.792857143,0.3,35.85714286,1.6,806.7857143,10.3,5.378571429,2.5,35.85714286,6.5,43.925,1.3,896.4285714,10,197.2142857,6.6,8.964285714,2.6,2.241071429,0.5
7,253,25.3,2.3,6.325,2.3,13.55357143,3.3,12.65,1.5,18.07142857,1.1,32.52857143,2.2,7.228571429,0,22.58928571,8.5,27.10714286,2.9,44.275,6.3,198.7857143,4.7,1.807142857,0.3,36.14285714,1.4,813.2142857,9,5.421428571,1.8,36.14285714,6.2,44.275,3.6,903.5714286,10.6,198.7857143,7.7,9.035714286,1.2,2.258928571,0.2
1,296,29.6,5.6,7.4,4.2,15.85714286,5.8,14.8,6,21.14285714,9.4,38.05714286,3.8,8.457142857,0,26.42857143,11.5,31.71428571,8.5,51.8,13.6,232.5714286,13.9,2.114285714,0.9,42.28571429,5.7,951.4285714,27.1,6.342857143,3.6,42.28571429,18.7,51.8,10.7,1057.142857,19.7,232.5714286,15.4,10.57142857,3.7,2.642857143,1
2,298,29.8,7.7,7.45,3.5,15.96428571,5.6,14.9,9,21.28571429,5.9,38.31428571,3.1,8.514285714,0,26.60714286,13.5,31.92857143,7.6,52.15,14.7,234.1428571,12.8,2.128571429,0.6,42.57142857,4.4,957.8571429,22.7,6.385714286,3,42.57142857,13.5,52.15,12.3,1064.285714,18.3,234.1428571,14.3,10.64285714,3.5,2.660714286,1
3,306,30.6,5.7,7.65,4.5,16.39285714,5.6,15.3,8.2,21.85714286,6.2,39.34285714,3.5,8.742857143,0,27.32142857,14.2,32.78571429,8.5,53.55,15.1,240.4285714,11.3,2.185714286,1.1,43.71428571,7.2,983.5714286,25.5,6.557142857,3.2,43.71428571,18.8,53.55,9,1092.857143,16.4,240.4285714,14.6,10.92857143,3.8,2.732142857,1
4,277,27.7,8.2,6.925,3.2,14.83928571,8.4,13.85,7,19.78571429,8.5,35.61428571,3.7,7.914285714,0,24.73214286,13.2,29.67857143,6.7,48.475,14.2,217.6428571,11.1,1.978571429,0.9,39.57142857,4.3,890.3571429,26.6,5.935714286,3.5,39.57142857,12.9,48.475,13.7,989.2857143,14.5,217.6428571,13.7,9.892857143,5.1,2.473214286,1
5,295,29.5,7.8,7.375,4.9,15.80357143,7.2,14.75,5.9,21.07142857,7.9,37.92857143,3.9,8.428571429,0,26.33928571,12.4,31.60714286,8.1,51.625,13.7,231.7857143,12.5,2.107142857,0.8,42.14285714,4.4,948.2142857,17.5,6.321428571,3,42.14285714,15.8,51.625,14.1,1053.571429,17.8,231.7857143,15.3,10.53571429,5.5,2.633928571,1
6,255,25.5,2.3,6.375,1.2,13.66071429,1.5,12.75,4,18.21428571,1.6,32.78571429,2.1,7.285714286,0,22.76785714,7.2,27.32142857,3,44.625,5.9,200.3571429,7.4,1.821428571,0.1,36.42857143,2.1,819.6428571,16,5.464285714,2.1,36.42857143,3.4,44.625,3,910.7142857,7.9,200.3571429,10.5,9.107142857,2.7,2.276785714,0.1
7,284,28.4,5.9,7.1,4.2,15.21428571,6,14.2,6.2,20.28571429,8.6,36.51428571,3.5,8.114285714,0,25.35714286,14.6,30.42857143,6.6,49.7,15.5,223.1428571,12.8,2.028571429,1,40.57142857,7.9,912.8571429,21.4,6.085714286,3.5,40.57142857,20.9,49.7,14.8,1014.285714,17.5,223.1428571,15.3,10.14285714,3.7,2.535714286,1
1,291,29.1,6.4,7.275,4.2,15.58928571,8,14.55,8.2,20.78571429,9.2,37.41428571,3.2,8.314285714,0,25.98214286,13,31.17857143,7.8,50.925,11.8,228.6428571,12,2.078571429,1,41.57142857,6.6,935.3571429,26.3,6.235714286,3.5,41.57142857,20.8,50.925,14.4,1039.285714,14.9,228.6428571,15.2,10.39285714,4.7,2.598214286,1
2,282,28.2,6.9,7.05,3.2,15.10714286,8.9,14.1,8.7,20.14285714,8.8,36.25714286,3.6,8.057142857,0,25.17857143,13,30.21428571,7.7,49.35,10.9,221.5714286,11.6,2.014285714,0.9,40.28571429,4.5,906.4285714,22.2,6.042857143,3.9,40.28571429,18.9,49.35,8,1007.142857,14.4,221.5714286,15.2,10.07142857,3.3,2.517857143,1
3,280,28,6.6,7,3.9,15,6.7,14,5.4,20,6.4,36,3.1,8,0,25,11.2,30,6.2,49,12.8,220,11.5,2,0.9,40,7.9,900,19.1,6,3.4,40,8,49,8,1000,16.1,220,12.2,10,5.2,2.5,1
4,299,29.9,5.1,7.475,3.9,16.01785714,4.5,14.95,8.6,21.35714286,5.6,38.44285714,3.4,8.542857143,0,26.69642857,15,32.03571429,8.8,52.325,13.3,234.9285714,13.9,2.135714286,1.1,42.71428571,7,961.0714286,27.4,6.407142857,3.4,42.71428571,17.9,52.325,11.6,1067.857143,16.5,234.9285714,15.8,10.67857143,4.6,2.669642857,1
5,271,27.1,5.9,6.775,3.6,14.51785714,6.8,13.55,6.2,19.35714286,6.3,34.84285714,3.2,7.742857143,0,24.19642857,15.4,29.03571429,8.1,47.425,15.5,212.9285714,12.3,1.935714286,1.2,38.71428571,7.3,871.0714286,21.5,5.807142857,3.7,38.71428571,18.1,47.425,14.3,967.8571429,18.5,212.9285714,14.6,9.678571429,4,2.419642857,1
6,287,28.7,6.6,7.175,4,15.375,4.2,14.35,6,20.5,6.4,36.9,3.1,8.2,0,25.625,11.8,30.75,8.4,50.225,11.8,225.5,12.4,2.05,1,41,4.1,922.5,20,6.15,3.9,41,13.8,50.225,10.4,1025,17.6,225.5,15.9,10.25,5.8,2.5625,1
7,303,30.3,8.8,7.575,4.3,16.23214286,7.6,15.15,7.4,21.64285714,5,38.95714286,3.7,8.657142857,0,27.05357143,15.1,32.46428571,7,53.025,14.4,238.0714286,11.1,2.164285714,0.6,43.28571429,6.7,973.9285714,22.2,6.492857143,3,43.28571429,12.7,53.025,12.8,1082.142857,16.1,238.0714286,14.9,10.82142857,4.1,2.705357143,1
1,254,25.4,3.8,6.35,2.9,13.60714286,2.7,12.7,1,18.14285714,1.3,32.65714286,1.6,7.257142857,0,22.67857143,5.6,27.21428571,4.6,44.45,5.6,199.5714286,9.8,1.814285714,0.2,36.28571429,3.4,816.4285714,12.8,5.442857143,2.4,36.28571429,2.6,44.45,4.9,907.1428571,9.7,199.5714286,10,9.071428571,1.1,2.267857143,0.4
2,289,28.9,8.8,7.225,4.3,15.48214286,4.9,14.45,6,20.64285714,8.2,37.15714286,3.6,8.257142857,0,25.80357143,11.8,30.96428571,6.5,50.575,14.6,227.0714286,13.5,2.064285714,0.8,41.28571429,7,928.9285714,17.3,6.192857143,3.1,41.28571429,20.9,50.575,9,1032.142857,18.4,227.0714286,15.8,10.32142857,3.5,2.580357143,1
3,276,27.6,8.9,6.9,4.7,14.78571429,6.2,13.8,6.2,19.71428571,9.2,35.48571429,3.4,7.885714286,0,24.64285714,11.6,29.57142857,7.3,48.3,14.1,216.8571429,13.5,1.971428571,1,39.42857143,4.8,887.1428571,17.2,5.914285714,3.2,39.42857143,10.6,48.3,14.5,985.7142857,21.3,216.8571429,13.8,9.857142857,4,2.464285714,1
4,263,26.3,4.4,6.575,2.7,14.08928571,3.9,13.15,3.7,18.78571429,2.4,33.81428571,2.7,7.514285714,0,23.48214286,9.4,28.17857143,2.2,46.025,7.5,206.6428571,6.9,1.878571429,0.2,37.57142857,1.1,845.3571429,15.9,5.635714286,2.3,37.57142857,3.3,46.025,5.6,939.2857143,11.7,206.6428571,8.4,9.392857143,2.2,2.348214286,0.1
5,274,27.4,5.2,6.85,3.7,14.67857143,6.7,13.7,6.5,19.57142857,6.6,35.22857143,3.6,7.828571429,0,24.46428571,15.8,29.35714286,6.3,47.95,13.1,215.2857143,12.2,1.957142857,0.5,39.14285714,4.3,880.7142857,26.4,5.871428571,3.2,39.14285714,19.6,47.95,11.4,978.5714286,18.1,215.2857143,13.7,9.785714286,4.8,2.446428571,1
6,288,28.8,5.1,7.2,3.7,15.42857143,7.7,14.4,7.5,20.57142857,6.7,37.02857143,3.4,8.228571429,0,25.71428571,14.5,30.85714286,8.6,50.4,9.8,226.2857143,13.6,2.057142857,1,41.14285714,5.5,925.7142857,21.6,6.171428571,3.9,41.14285714,15,50.4,11.9,1028.571429,21.5,226.2857143,11.6,10.28571429,3.8,2.571428571,1
7,305,30.5,8.9,7.625,4.3,16.33928571,6.7,15.25,6.2,21.78571429,7.6,39.21428571,3.1,8.714285714,0,27.23214286,14.3,32.67857143,8.1,53.375,13.8,239.6428571,13.3,2.178571429,0.8,43.57142857,6.5,980.3571429,23.8,6.535714286,3.1,43.57142857,10.2,53.375,13.9,1089.285714,14.8,239.6428571,15.4,10.89285714,4.4,2.723214286,1
1,259,25.9,3.9,6.475,1.2,13.875,3.9,12.95,1.3,18.5,3.4,33.3,2,7.4,0,23.125,9.3,27.75,5.4,45.325,6.5,203.5,6.1,1.85,0.3,37,2.3,832.5,13.4,5.55,2.9,37,2.4,45.325,0.6,925,10.2,203.5,7.2,9.25,2.8,2.3125,0.1
2,252,25.2,2.4,6.3,2.5,13.5,2.7,12.6,4.3,18,1.9,32.4,2.6,7.2,0,22.5,9,27,3.4,44.1,8.9,198,9.3,1.8,0.3,36,3.5,810,9.1,5.4,2.2,36,2.4,44.1,5.9,900,12,198,10.6,9,2.2,2.25,0.3
3,283,28.3,8.4,7.075,4.2,15.16071429,8.4,14.15,6.9,20.21428571,6,36.38571429,3.4,8.085714286,0,25.26785714,11.9,30.32142857,7.9,49.525,10.6,222.3571429,13.7,2.021428571,0.5,40.42857143,7.4,909.6428571,23.1,6.064285714,3,40.42857143,19,49.525,10,1010.714286,16.1,222.3571429,15.4,10.10714286,3.2,2.526785714,1
4,274,27.4,7.6,6.85,3.5,14.67857143,4.7,13.7,7,19.57142857,9,35.22857143,3.6,7.828571429,0,24.46428571,14,29.35714286,6.5,47.95,15.8,215.2857143,12.7,1.957142857,0.5,39.14285714,7.8,880.7142857,26.1,5.871428571,3.4,39.14285714,19.7,47.95,8.5,978.5714286,20.7,215.2857143,13.1,9.785714286,4.2,2.446428571,1
5,287,28.7,7.5,7.175,4.5,15.375,4.5,14.35,8,20.5,9.5,36.9,3.7,8.2,0,25.625,13.9,30.75,7.2,50.225,11.4,225.5,12.4,2.05,0.6,41,6,922.5,27.9,6.15,3.2,41,8.6,50.225,14.9,1025,21.9,225.5,14.1,10.25,5.4,2.5625,1
6,291,29.1,5.2,7.275,3.5,15.58928571,4.7,14.55,8.7,20.78571429,9.3,37.41428571,3,8.314285714,0,25.98214286,11.2,31.17857143,7.4,50.925,10.4,228.6428571,13.7,2.078571429,1.1,41.57142857,4.5,935.3571429,27.1,6.235714286,3.6,41.57142857,18.9,50.925,10.6,1039.285714,16.4,228.6428571,12.9,10.39285714,3.2,2.598214286,1
7,285,28.5,8,7.125,4.6,15.26785714,7.2,14.25,8.6,20.35714286,8.9,36.64285714,3.8,8.142857143,0,25.44642857,14.5,30.53571429,6.7,49.875,15.1,223.9285714,13.3,2.035714286,1.2,40.71428571,5.3,916.0714286,24,6.107142857,3.3,40.71428571,15.2,49.875,8.5,1017.857143,18.7,223.9285714,13.2,10.17857143,3.8,2.544642857,1
